ZDB-GENE-980526-340	ENSDARG00000017821
26040	FBgn0260400
7040	FBgn0023542
8076	FBgn0030001
26121	FBgn0034662
79083	FBgn0011283
3679	FBgn0262735
91147	FBgn0053902
144568	FBgn0038029
6231	FBgn0266369
3614	FBgn0030493
171023	ENSG00000171456
8092	FBgn0053172
3251	FBgn0030323
6616	FBgn0024992
7225	FBgn0029603
1482	FBgn0085387
10133	FBgn0004368
9197	FBgn0040354
23020	ENSLACG00000022615
6513	FBgn0265139
55975	ENSLOCG00000017102
5238	FBgn0030558
6528	FBgn0053092
10847	FBgn0033809
356	FBgn0025638
79068	FBgn0031695
3077	FBgn0085437
7003	FBgn0040356
100	FBgn0005427
338328	ENSG00000277494
6905	FBgn0263772
203859	ENSG00000203859
207	FBgn0040373
7045	FBgn0003714
80169	FBgn0053129
26053	FBgn0000183
917	FBgn0021764
5428	FBgn0031413
672	FBgn0023537
55967	ENSLOCG00000011260
10269	FBgn0000427
1584	FBgn0011584
55777	ENSLACG00000010284
6389	FBgn0011661
79600	FBgn0032018
22858	FBgn0051694
8985	FBgn0031769
6338	FBgn0003371
1789	FBgn0014024
8216	FBgn0030354
2588	FBgn0023522
64087	FBgn0264087
3991	FBgn0011661
1747	FBgn0030013
5073	FBgn0029718
10483	FBgn0015664
5080	FBgn0025864
51099	FBgn0039025
84168	FBgn0027575
4000	FBgn0029666
9365	FBgn0052532
8517	FBgn0025633
8820	FBgn0024987
126328	ENSGALG00000009604
10083	FBgn0052529
6606	FBgn0023512
153241	ENSG00000163827
2982	FBgn0000108
84197	FBgn0051163
2670	FBgn0004368
1181	FBgn0004861
7428	FBgn0052687
3757	FBgn0040397
26154	FBgn0261548
146227	ENSDARG00000006760
90678	FBgn0032940
29089	FBgn0003447
197131	ENSLOCG00000006376
168667	FBgn0261799
7345	FBgn0267253
1312	FBgn0029658
57107	ENSLACG00000010820
2121	FBgn0003390
1410	FBgn0004654
22845	FBgn0031466
486	FBgn0029524
2176	FBgn0021764
7403	FBgn0052602
6949	FBgn0024991
257	FBgn0002579
10479	FBgn0033402
3859	FBgn0027287
9927	FBgn0025390
4751	FBgn0020381
2348	FBgn0085446
5528	FBgn0000179
5000	FBgn0029997
80746	FBgn0086691
55857	ENSLACG00000012223
389434	ENSPANG00000024530
2131	FBgn0029911
51660	FBgn0051660
387733	ENSG00000206013
10715	FBgn0033669
64324	FBgn0264324
79641	FBgn0031990
55112	ENSLACG00000013476
8504	FBgn0026015
6772	FBgn0030830
11020	FBgn0015600
4853	FBgn0264449
6103	FBgn0086445
6899	FBgn0023531
123606	ENSDARG00000008218
7068	FBgn0003053
256471	ENSAMXG00000011407
5915	FBgn0023511
51604	FBgn0039565
55640	ENSDARG00000006878
477	FBgn0040373
139285	ENSDARG00000100466
132884	ENSDARG00000078865
64131	ENSLOCG00000003318
10020	FBgn0027528
54840	ENSDARG00000056713
4208	FBgn0052986
583	FBgn0025378
5116	FBgn0030181
22868	ENSLACG00000008256
4256	FBgn0026375
1950	FBgn0025615
4125	FBgn0041252
10667	FBgn0033062
1605	FBgn0025631
10161	FBgn0035092
5831	FBgn0031319
6774	FBgn0003380
65109	FBgn0065109
25861	FBgn0003302
9775	FBgn0085437
6598	FBgn0004648
695	FBgn0025637
51062	FBgn0260942
7292	FBgn0000108
6492	FBgn0264922
22827	FBgn0031449
91647	ENSLACG00000014365
23432	ENSCING00000004093
259232	FBgn0026085
2187	FBgn0003638
8643	FBgn0029966
4604	FBgn0030949
2317	FBgn0029728
7314	FBgn0004828
26160	FBgn0261609
3759	FBgn0040383
157657	ENSG00000157657
7112	FBgn0027280
11284	FBgn0004956
23503	FBgn0002938
2904	FBgn0029939
444	FBgn0005427
55650	ENSLACG00000016419
7015	FBgn0025633
4338	FBgn0030593
3663	FBgn0264255
54941	FBgn0058178
65057	FBgn0028932
92749	ENSLACG00000008717
23314	FBgn0267689
84572	FBgn0039167
5727	FBgn0002561
6812	FBgn0040388
261734	FBgn0036240
8106	FBgn0265413
3675	FBgn0030411
23479	FBgn0014857
4163	FBgn0030824
MGI:2387687	ENSMUSG00000025262
MGI:1096880	ENSMUSG00000020205
5648	FBgn0086675
57231	FBgn0029861
23095	FBgn0023095
54101	ENSDARG00000088383
80025	FBgn0004915
421	FBgn0053548
10371	FBgn0267486
10312	FBgn0003345
411	FBgn0014411
4683	FBgn0031012
4728	FBgn0029868
26137	FBgn0259224
343641	FBgn0032536
7080	FBgn0029785
1641	FBgn0029924
5745	FBgn0004170
3798	FBgn0041210
1828	FBgn0029928
9128	FBgn0024362
429	FBgn0040370
8036	FBgn0003390
137492	FBgn0034352
3931	FBgn0030706
392255	ENSCJAG00000016677
3141	FBgn0004654
80270	FBgn0267327
80331	FBgn0000179
2990	FBgn0261446
760	FBgn0027343
10564	FBgn0033497
6473	FBgn0264738
2175	FBgn0264449
7046	FBgn0040385
6622	FBgn0260658
147495	ENSG00000154856
4901	FBgn0243513
3543	FBgn0030309
57165	ENSLACG00000014872
2483	FBgn0052687
81704	FBgn0053202
1535	FBgn0003302
7050	FBgn0011276
6495	FBgn0264954
5194	FBgn0005427
9227	FBgn0263772
7390	FBgn0025637
324	FBgn0003638
3752	FBgn0030439
MGI:3629692	Not found
8241	FBgn0030433
148789	ENSDARG00000074617
55651	ENSLOCG00000017739
9990	FBgn0024983
80781	FBgn0028946
5771	FBgn0013432
4337	FBgn0029870
4626	FBgn0029769
2203	FBgn0024985
1180	FBgn0017566
412	FBgn0005670
1278	FBgn0025643
3561	FBgn0261444
1287	FBgn0029646
10484	FBgn0028473
26123	FBgn0261239
26276	FBgn0016917
3073	FBgn0086368
9215	FBgn0029666
2706	FBgn0029835
2707	FBgn0002707
6578	FBgn0265784
4830	FBgn0011606
54808	ENSDARG00000004726
3098	FBgn0004034
85358	FBgn0266354
10617	FBgn0033556
84334	FBgn0039003
2697	FBgn0003028
1910	FBgn0031910
5296	FBgn0030685
11160	FBgn0085443
773	FBgn0025637
23312	ENSLACG00000006960
1636	FBgn0040376
5621	FBgn0025621
1291	FBgn0260400
51	FBgn0005427
81848	FBgn0037873
8200	FBgn0002948
5378	FBgn0025378
7291	FBgn0000108
23438	FBgn0000719
2645	FBgn0264562
10683	FBgn0082585
5373	FBgn0263706
1201	FBgn0003638
7249	FBgn0020381
55670	ENSDARG00000076121
55630	ENSLACG00000001459
973	FBgn0000316
3748	FBgn0010303
4627	FBgn0030242
5605	FBgn0030174
4507	FBgn0085446
3691	FBgn0030433
5083	FBgn0030196
6444	FBgn0264449
7546	FBgn0027546
95681	ENSLOCG00000000975
3655	FBgn0003655
91574	FBgn0038083
54345	ENSAMXG00000002195
23426	FBgn0011834
83605	FBgn0038590
2705	FBgn0029822
80324	FBgn0015286
79867	FBgn0032143
6834	FBgn0040373
84464	FBgn0039113
57192	ENSLACG00000001806
6595	FBgn0001942
6886	FBgn0029676
5193	FBgn0005427
7545	FBgn0030323
3702	FBgn0264255
80207	FBgn0264810
7994	FBgn0029838
10682	FBgn0033631
4128	FBgn0030798
1959	FBgn0029726
5994	FBgn0031428
3832	FBgn0263512
5784	FBgn0265784
51259	FBgn0051259
10587	FBgn0030590
5376	FBgn0032033
83636	FBgn0038630
212	FBgn0024364
80776	FBgn0010382
1545	FBgn0027335
3159	FBgn0085446
4882	FBgn0011761
7276	FBgn0030051
6309	FBgn0033313
117581	ENSDARG00000070831
274	FBgn0025390
55505	ENSLACG00000011767
9839	FBgn0024989
27032	FBgn0029128
59344	FBgn0040929
3887	FBgn0040388
5155	FBgn0259143
150468	ENSG00000169607
2022	FBgn0029769
7283	FBgn0030028
4148	FBgn0003463
1889	FBgn0030234
767	FBgn0004034
111	FBgn0029522
79053	FBgn0015834
2218	FBgn0029594
10225	FBgn0033090
4729	FBgn0028341
7067	FBgn0029693
4621	FBgn0030933
3293	FBgn0029814
23322	ENSCING00000012515
1293	FBgn0004647
6390	FBgn0011661
658	FBgn0040373
7043	FBgn0040394
2778	FBgn0000667
9343	FBgn0030053
10978	FBgn0031885
23414	FBgn0010341
158866	ENSDARG00000020239
54768	ENSLACG00000014205
6929	FBgn0023507
64327	FBgn0041605
317719	ENSG00000161594
79813	FBgn0032115
2130	FBgn0029909
3172	FBgn0029989
579	FBgn0005427
60675	FBgn0032946
9533	FBgn0030520
1499	FBgn0029800
64135	ENSLACG00000005961
2109	FBgn0029887
291	FBgn0011822
157680	ENSG00000157680
4210	FBgn0004066
5896	FBgn0040395
4613	FBgn0264542
5728	FBgn0002579
4703	FBgn0030349
1513	FBgn0029814
23236	FBgn0031878
4512	FBgn0030499
546	FBgn0261444
25821	FBgn0025821
23090	FBgn0014189
114548	FBgn0001248
5961	FBgn0030746
4308	FBgn0030744
57539	FBgn0004914
138050	FBgn0266083
55343	ENSLACG00000017448
2201	FBgn0029740
147372	ENSGGOG00000025424
50640	ENSAMXG00000018820
405753	ENSGGOG00000008634
4306	FBgn0030744
374654	ENSG00000166813
10319	FBgn0030761
50485	FBgn0038357
54820	ENSAMXG00000020242
25886	FBgn0031155
25978	FBgn0259789
92579	ENSLOCG00000008032
1512	FBgn0029813
25814	FBgn0025814
81790	FBgn0037547
3708	FBgn0261931
3981	FBgn0029939
9897	FBgn0261444
54982	ENSLACG00000008892
4854	FBgn0264449
7737	FBgn0031435
6792	FBgn0004034
219844	ENSLOCG00000010410
1729	FBgn0029997
11232	FBgn0051973
285489	FBgn0023177
54583	ENSLACG00000016672
9126	FBgn0004648
9255	FBgn0030089
359	FBgn0264449
56623	ENSDARG00000079352
3145	FBgn0029756
4247	FBgn0040207
2053	FBgn0029826
29851	FBgn0029851
57716	FBgn0013726
124590	FBgn0031756
667	FBgn0023537
3728	FBgn0052602
29123	FBgn0032405
57709	ENSLACG00000011469
83479	FBgn0038536
54476	FBgn0259717
153201	ENSG00000109971
3155	FBgn0264386
5443	FBgn0005427
478	FBgn0040372
7353	FBgn0027084
64218	ENSLACG00000012620
627	FBgn0025627
151	FBgn0002579
8312	FBgn0030574
92002	FBgn0261573
84126	FBgn0039255
10466	FBgn0029661
1536	FBgn0029833
51364	FBgn0039305
825	FBgn0025638
5295	FBgn0029891
10002	FBgn0263512
6609	FBgn0033377
81839	FBgn0037579
1718	FBgn0010329
5009	FBgn0030017
440275	ENSDNOG00000009543
27019	ENSCING00000014923
8074	FBgn0029999
657	FBgn0261548
55131	FBgn0000384
50617	ENSLACG00000004513
5144	FBgn0260780
1497	FBgn0029798
3717	FBgn0030441
2760	FBgn0030347
7102	FBgn0029935
5095	FBgn0030245
5663	FBgn0000173
1188	FBgn0003638
435	FBgn0029524
5075	FBgn0011760
6016	FBgn0052533
547	FBgn0026086
254065	ENSAMXG00000009220
1385	FBgn0025391
2673	FBgn0052813
174	FBgn0260855
84876	FBgn0029740
1639	FBgn0029922
84720	FBgn0087002
6121	FBgn0032781
4983	FBgn0024983
22954	FBgn0051774
7415	FBgn0264078
3195	FBgn0025615
4976	FBgn0029941
340719	FBgn0265757
348938	ENSG00000172548
6514	FBgn0086778
1804	FBgn0030056
966	FBgn0025641
146059	ENSG00000140326
50484	FBgn0050484
51324	FBgn0051324
55687	ENSLACG00000010759
28982	FBgn0028875
25913	FBgn0024365
1586	FBgn0029874
5256	FBgn0052568
5091	FBgn0262735
285362	FBgn0002590
54903	ENSLACG00000007385
11285	FBgn0005660
4594	FBgn0000330
16	FBgn0040373
5352	FBgn0003023
137682	ENSDARG00000098739
3178	FBgn0023506
10577	FBgn0250840
3032	FBgn0261444
55858	ENSDARG00000027689
25782	ENSCING00000018219
5191	FBgn0030457
23495	FBgn0031850
55812	ENSDARG00000011683
7840	FBgn0267378
162514	ENSDARG00000079278
6559	FBgn0265595
8915	FBgn0003371
9992	FBgn0000117
6329	FBgn0023512
5396	FBgn0027605
23363	FBgn0040207
5429	FBgn0000259
55717	ENSDARG00000007278
51422	ENSAMXG00000003636
124997	FBgn0266935
50940	FBgn0038854
51082	FBgn0039006
5828	FBgn0032330
115650	ENSDARG00000040526
55240	ENSLACG00000008600
4669	FBgn0004648
8659	FBgn0030087
440435	ENSDNOG00000036243
3295	FBgn0030060
54499	ENSAMXG00000012294
6223	FBgn0032895
112476	FBgn0085309
8540	FBgn0026086
11093	FBgn0004856
9361	FBgn0011661
9451	FBgn0030301
5626	FBgn0025626
2318	FBgn0266000
10461	FBgn0028955
6442	FBgn0030685
3872	FBgn0024983
57492	FBgn0004583
4297	FBgn0053080
1837	FBgn0030085
6331	FBgn0027507
4921	FBgn0051716
5518	FBgn0026083
84668	FBgn0039214
129563	ENSCING00000001030
8803	FBgn0004028
1299	FBgn0010295
123016	ENSDARG00000088625
344	FBgn0024989
23334	FBgn0044323
201163	ENSDARG00000016375
5160	FBgn0030336
8626	FBgn0264255
6891	FBgn0029864
2273	FBgn0000479
55703	ENSLACG00000011215
50939	FBgn0038853
10102	FBgn0021856
10194	FBgn0010194
142680	FBgn0038850
55806	ENSDARG00000078299
4286	FBgn0031374
22978	ENSLACG00000000432
9439	FBgn0030269
1311	FBgn0029657
445	FBgn0026873
7421	FBgn0264078
668	FBgn0040373
2521	FBgn0030082
2652	FBgn0023215
9711	FBgn0029711
10019	FBgn0010019
3868	FBgn0030537
9487	FBgn0030854
10892	FBgn0033365
2812	FBgn0001624
286204	FBgn0033320
1749	FBgn0029703
6833	FBgn0025643
472	FBgn0026086
10516	FBgn0027589
55714	ENSDARG00000045853
3909	FBgn0031822
8869	FBgn0030478
84433	FBgn0039089
1591	FBgn0003638
1811	FBgn0027330
338	FBgn0029522
2138	FBgn0030339
857	FBgn0029524
11005	FBgn0027596
10128	FBgn0000635
8292	FBgn0000108
128637	FBgn0033788
4212	FBgn0000536
51684	FBgn0062442
3897	FBgn0004649
29078	FBgn0031088
23431	ENSCING00000023431
6853	FBgn0002579
7535	FBgn0030309
2071	FBgn0029849
4722	FBgn0003053
57502	FBgn0004606
1439	FBgn0029750
6005	FBgn0267033
3040	FBgn0023531
55212	ENSLACG00000015766
10165	FBgn0025638
57560	FBgn0005671
1848	FBgn0004828
999	FBgn0024983
51199	FBgn0051199
8893	FBgn0030101
6794	FBgn0023507
148738	ENSGGOG00000000360
919	FBgn0013720
25974	FBgn0031091
10210	FBgn0259822
5580	FBgn0030581
27249	FBgn0030215
5818	FBgn0015818
396	FBgn0023513
23418	FBgn0022770
629	FBgn0002579
7355	FBgn0030297
843	FBgn0029525
8722	FBgn0041210
5158	FBgn0052654
6662	FBgn0030052
23767	FBgn0010226
1947	FBgn0025388
157570	ENSDARG00000005368
2700	FBgn0029778
9132	FBgn0004648
7471	FBgn0031018
3918	FBgn0030699
3674	FBgn0030409
27086	FBgn0027086
5551	FBgn0062413
28234	ENSCING00000002114
3074	FBgn0052698
80185	ENSCING00000002411
9829	FBgn0000108
4792	FBgn0026086
93986	ENSLOCG00000017321
389549	ENSPANG00000021162
11340	FBgn0262476
2488	FBgn0029694
3123	FBgn0004050
6655	FBgn0002933
987	FBgn0040339
4758	FBgn0021764
4023	FBgn0030623
5034	FBgn0016038
79944	FBgn0032187
25793	FBgn0034345
123263	ENSDARG00000092122
84947	FBgn0085446
355	FBgn0052801
6445	FBgn0030685
974	FBgn0029596
3033	FBgn0052813
5147	FBgn0030360
28976	FBgn0259822
4851	FBgn0029693
3507	FBgn0023507
2632	FBgn0263772
5624	FBgn0025624
4771	FBgn0015288
2184	FBgn0029539
5449	FBgn0000108
2773	FBgn0030360
65062	FBgn0038504
72	FBgn0040373
83932	FBgn0266673
10290	FBgn0020378
4914	FBgn0029820
915	FBgn0040370
6736	FBgn0052813
5591	FBgn0030425
22897	ENSCING00000022897
7319	FBgn0263111
4222	FBgn0027521
1106	FBgn0004648
22943	FBgn0051958
7297	FBgn0011754
5318	FBgn0040384
2259	FBgn0021764
4688	FBgn0031008
5346	FBgn0029834
7148	FBgn0265575
10555	FBgn0033486
6441	FBgn0030685
2027	FBgn0029799
29968	FBgn0029968
51109	FBgn0264975
375790	ENSSHAG00000016151
6605	FBgn0000117
4053	FBgn0030668
10984	FBgn0033960
83879	FBgn0039125
4704	FBgn0030982
1146	FBgn0023514
210	FBgn0052813
3737	FBgn0004102
1298	FBgn0010294
3912	FBgn0030694
50943	FBgn0038857
22934	ENSLACG00000015626
5805	FBgn0051973
9210	FBgn0029660
23568	FBgn0001974
158326	ENSG00000164946
2776	FBgn0043001
1349	FBgn0029687
10413	FBgn0033337
51091	FBgn0039017
100506658	ENSG00000197822
131118	ENSCING00000023389
977	FBgn0005427
6101	FBgn0032858
4593	FBgn0027108
6102	FBgn0261020
70	FBgn0040373
3426	FBgn0085446
5148	FBgn0043001
23133	ENSCING00000009985
25923	FBgn0263772
2717	FBgn0024994
7018	FBgn0040346
6567	FBgn0001128
7020	FBgn0040360
10166	FBgn0029709
5149	FBgn0262735
3190	FBgn0030141
79809	FBgn0032350
10594	FBgn0266377
4026	FBgn0014026
644096	ENSG00000205138
653361	ENSG00000158517
55755	ENSDARG00000042518
9129	FBgn0024360
7124	FBgn0029941
1380	FBgn0029708
2013	FBgn0029783
203068	ENSG00000196230
51114	FBgn0015024
92667	FBgn0259244
94	FBgn0005427
8022	FBgn0029888
2799	FBgn0261549
80184	FBgn0069354
9149	FBgn0000117
112744	FBgn0085470
613	FBgn0026878
3849	FBgn0003139
6342	FBgn0031885
11107	FBgn0030204
5959	FBgn0259110
2271	FBgn0029649
1285	FBgn0029644
1778	FBgn0021767
1893	FBgn0030505
83552	FBgn0042693
2896	FBgn0029720
10324	FBgn0033224
23325	ENSCING00000014942
56262	ENSLACG00000001871
1822	FBgn0011822
2073	FBgn0029851
81570	FBgn0002306
9860	FBgn0025621
8443	FBgn0027602
6710	FBgn0040340
64802	FBgn0035673
1861	FBgn0030104
3952	FBgn0052758
675	FBgn0004648
9657	FBgn0029657
4352	FBgn0000635
9782	FBgn0025633
2643	FBgn0264386
5913	FBgn0024365
3815	FBgn0029663
190	FBgn0040397
64127	ENSLOCG00000004525
351	FBgn0016038
79158	FBgn0031745
4695	FBgn0259228
57096	ENSDARG00000010434
226	FBgn0021764
1716	FBgn0003656
1436	FBgn0260400
7227	FBgn0040373
4719	FBgn0029676
10743	FBgn0025454
10841	FBgn0051902
127534	FBgn0037282
387281	ENSMUSG00000097251
10382	FBgn0010382
57688	ENSDARG00000057688
55764	ENSLACG00000011161
383	FBgn0040383
10733	FBgn0027504
4358	FBgn0004861
166379	FBgn0025720
50674	FBgn0038565
1594	FBgn0024361
5311	FBgn0259110
57211	ENSDARG00000040277
5339	FBgn0010412
203228	ENSG00000147894
2155	FBgn0029936
3785	FBgn0030495
1763	FBgn0030027
3587	FBgn0025390
6138	FBgn0261383
83696	FBgn0038655
7275	FBgn0002561
81031	FBgn0023388
23607	FBgn0051871
23169	FBgn0023169
6497	FBgn0264975
6901	FBgn0000221
51816	FBgn0051816
4548	FBgn0029589
93587	FBgn0039492
57057	ENSLACG00000016454
9056	FBgn0030293
7337	FBgn0029964
283489	ENSG00000198824
51124	FBgn0039053
2690	FBgn0263772
2668	FBgn0016038
5627	FBgn0025627
10157	FBgn0033669
51135	FBgn0039066
5395	FBgn0031319
6576	FBgn0033344
330	FBgn0261444
2979	FBgn0001404
1890	FBgn0026149
6555	FBgn0033224
11155	FBgn0015774
162417	ENSPANG00000007288
1062	FBgn0040362
6535	FBgn0011758
2068	FBgn0264386
283989	ENSG00000182173
6125	FBgn0030460
79983	FBgn0259482
3741	FBgn0025463
57017	ENSLACG00000013378
92482	FBgn0004910
121391	ENSCING00000020759
9060	FBgn0028467
5914	FBgn0023531
54949	ENSLACG00000015653
415	FBgn0025378
91179	FBgn0036134
9786	FBgn0025390
7436	FBgn0026428
9321	FBgn0004656
161582	ENSDARG00000102827
410	FBgn0004654
9445	FBgn0028421
4724	FBgn0029723
11154	FBgn0015773
39	FBgn0024989
4864	FBgn0025387
92335	FBgn0050073
7293	FBgn0000108
57104	ENSLACG00000012390
4322	FBgn0030780
4591	FBgn0029728
4221	FBgn0030833
2992	FBgn0040372
51715	FBgn0039687
1134	FBgn0029974
266	FBgn0040373
3110	FBgn0004648
9211	FBgn0029661
23111	ENSDARG00000023111
54902	ENSLACG00000005604
124583	FBgn0031319
26278	FBgn0262782
641	FBgn0025641
91252	ENSLACG00000017253
4541	FBgn0031030
8898	FBgn0025111
3784	FBgn0030494
9742	FBgn0259170
3166	FBgn0261444
4948	FBgn0085446
990	FBgn0261446
6469	FBgn0264691
338917	ENSG00000119614
4625	FBgn0030930
6768	FBgn0261548
6010	FBgn0014189
1490	FBgn0029791
26047	FBgn0028903
2625	FBgn0263005
55209	ENSLACG00000012090
7299	FBgn0030328
8243	FBgn0030435
340533	FBgn0013325
203286	ENSG00000110400
23400	FBgn0008635
51305	FBgn0039241
26353	FBgn0266377
1678	FBgn0011576
2353	FBgn0023536
348980	ENSLACG00000009625
3814	FBgn0004648
10262	FBgn0028920
50846	FBgn0250846
79731	FBgn0032061
763	FBgn0026751
26249	FBgn0260743
51360	FBgn0039301
2733	FBgn0029964
5498	FBgn0026086
4644	FBgn0031214
51057	FBgn0038980
9791	FBgn0029663
5264	FBgn0052649
176	FBgn0004648
85365	FBgn0000163
4323	FBgn0030984
7157	FBgn0029694
4141	FBgn0003371
23556	FBgn0032210
3209	FBgn0029868
540	FBgn0086368
9496	FBgn0029851
79633	FBgn0032000
375748	ENSSHAG00000018717
9440	FBgn0030274
6519	FBgn0264695
4913	FBgn0029820
8802	FBgn0030894
23395	FBgn0030891
9573	FBgn0029573
90167	FBgn0033638
3035	FBgn0261444
3476	FBgn0030234
55084	FBgn0011288
57158	ENSDARG00000008165
7389	FBgn0264449
3000	FBgn0029740
9499	FBgn0028369
2581	FBgn0025815
1063	FBgn0040361
85366	FBgn0052563
3516	FBgn0023516
1938	FBgn0029710
10000	FBgn0026086
10084	FBgn0032913
5313	FBgn0029820
23746	FBgn0043841
84627	FBgn0039190
29929	FBgn0029929
55532	ENSLACG00000018451
5660	FBgn0052626
1258	FBgn0005427
84892	FBgn0029768
10749	FBgn0033702
29954	FBgn0030559
375298	ENSG00000188452
1135	FBgn0261592
6926	FBgn0267001
8622	FBgn0062413
84705	FBgn0039234
650	FBgn0003371
285203	FBgn0040309
55315	ENSLACG00000007767
50	FBgn0029521
7051	FBgn0000644
1120	FBgn0001189
246329	FBgn0262547
440193	ENSONIG00000013209
5167	FBgn0030420
9790	FBgn0001404
4575	FBgn0030230
778	FBgn0015288
11141	FBgn0011837
347733	ENSG00000196367
5903	FBgn0031530
5345	FBgn0029834
93233	FBgn0038666
2312	FBgn0029728
8050	FBgn0004611
1649	FBgn0029929
51010	FBgn0051010
59	FBgn0040372
6870	FBgn0040368
57152	ENSDARG00000009021
2255	FBgn0023526
5173	FBgn0030060
7486	FBgn0051679
7473	FBgn0010315
4524	FBgn0004028
23592	FBgn0051719
3329	FBgn0040372
686	FBgn0002579
3081	FBgn0029836
6165	FBgn0030352
3481	FBgn0030266
283120	ENSPPYG00000011846
1509	FBgn0029810
7273	FBgn0029958
65018	FBgn0032447
146167	ENSG00000166558
8398	FBgn0030752
2077	FBgn0030293
4488	FBgn0027621
7253	FBgn0030093
29887	FBgn0029887
570	FBgn0024985
5826	FBgn0031275
125336	ENSCING00000020915
7137	FBgn0267253
54463	FBgn0259860
4353	FBgn0025387
7066	FBgn0026080
3630	FBgn0052631
51204	FBgn0039139
1760	FBgn0011760
6049	FBgn0028515
56052	ENSDARG00000056783
6295	FBgn0264442
92344	FBgn0032651
1041	FBgn0000179
51103	FBgn0039029
6900	FBgn0029939
1235	FBgn0040377
714	FBgn0053513
19	FBgn0005427
3889	FBgn0029834
79797	FBgn0003267
4312	FBgn0010412
10491	FBgn0263772
51594	ENSLACG00000007238
6813	FBgn0004363
1588	FBgn0014026
6712	FBgn0040340
1147	FBgn0025637
718	FBgn0040340
6224	FBgn0032896
54888	FBgn0003256
10049	FBgn0031950
400916	ENSSHAG00000009516
89884	FBgn0260390
10664	FBgn0033608
2495	FBgn0040354
10472	FBgn0033395
118429	ENSDARG00000032197
889	FBgn0040361
1420	FBgn0052772
4261	FBgn0004598
7317	FBgn0000117
1131	FBgn0029589
23299	FBgn0041182
2746	FBgn0030245
147912	ENSDARG00000092123
100144748	ENSG00000227268
3908	FBgn0030558
8547	FBgn0026086
1261	FBgn0024973
1825	FBgn0023215
6575	FBgn0026575
26503	FBgn0265038
1908	FBgn0029587
54862	ENSONIG00000003804
9076	FBgn0027335
54453	FBgn0259850
1663	FBgn0261444
3913	FBgn0052600
975	FBgn0005427
4720	FBgn0262738
6708	FBgn0028360
112802	FBgn0000542
2335	FBgn0029821
3756	FBgn0011837
9247	FBgn0266000
5351	FBgn0053513
60482	FBgn0001991
1617	FBgn0026872
1337	FBgn0263220
1145	FBgn0020381
10962	FBgn0033934
1807	FBgn0030058
443	FBgn0005427
4043	FBgn0030625
3786	FBgn0031275
9663	FBgn0029663
51128	FBgn0039058
2903	FBgn0260658
84300	ENSCING00000002708
4803	FBgn0004861
768206	ENSSHAG00000012836
729920	FBgn0036376
4072	FBgn0030654
27130	FBgn0053687
5538	FBgn0025777
5195	FBgn0051954
8822	FBgn0030206
6935	FBgn0023528
64581	FBgn0031597
8924	FBgn0263706
6911	FBgn0023518
268	FBgn0026874
5860	FBgn0029708
7189	FBgn0085478
6335	FBgn0003371
8450	FBgn0030854
2651	FBgn0265139
831	FBgn0027343
84059	FBgn0039205
2972	FBgn0029720
3854	FBgn0030536
2538	FBgn0025383
3030	FBgn0000667
26275	FBgn0021776
55750	ENSDARG00000031046
57526	FBgn0004867
1369	FBgn0029700
2671	FBgn0040340
63976	FBgn0263976
55788	ENSLACG00000014470
5922	FBgn0260658
4935	FBgn0029851
55325	ENSLACG00000011993
58484	FBgn0039897
196527	ENSPANG00000011360
8772	FBgn0003345
2694	FBgn0011760
3857	FBgn0030648
23093	ENSLACG00000022645
5156	FBgn0264542
762	FBgn0264449
4054	FBgn0266019
3207	FBgn0029848
2767	FBgn0029608
81693	FBgn0004781
1075	FBgn0025641
6341	FBgn0025777
5053	FBgn0011606
189	FBgn0040397
85440	FBgn0027621
7168	FBgn0011661
22856	FBgn0031474
4036	FBgn0040365
407975	ENSG00000215417
84188	FBgn0039302
95	FBgn0040370
3736	FBgn0085478
83544	FBgn0053092
10804	FBgn0033760
6913	FBgn0052801
930	FBgn0261930
1053	FBgn0003302
84529	FBgn0046247
5096	FBgn0017561
4291	FBgn0020304
5949	FBgn0011837
2512	FBgn0030274
154881	ENSDARG00000094426
55163	FBgn0039966
7284	FBgn0030057
84061	FBgn0004118
146862	ENSGGOG00000002365
9378	FBgn0030625
147409	ENSG00000175065
2188	FBgn0029727
3875	FBgn0026749
346171	ENSG00000166508
29760	FBgn0034051
10686	FBgn0033635
27125	FBgn0029903
6154	FBgn0261548
117144	ENSG00000205221
378884	ENSG00000187566
2710	FBgn0029877
8754	FBgn0262730
2159	FBgn0040372
3955	FBgn0000535
3291	FBgn0015245
1289	FBgn0029648
713	FBgn0260400
10518	FBgn0033446
79751	FBgn0032058
6144	FBgn0261446
1137	FBgn0026090
4143	FBgn0004143
8945	FBgn0259926
8600	FBgn0029708
115908	ENSDARG00000091269
122961	ENSG00000165898
1193	FBgn0015036
11253	FBgn0036085
4193	FBgn0030688
10801	FBgn0033757
8192	FBgn0001145
4292	FBgn0022720
26191	FBgn0013272
79955	FBgn0032196
2626	FBgn0262656
2677	FBgn0023515
6496	FBgn0263258
5139	FBgn0265139
3762	FBgn0030572
23118	ENSCING00000007680
7547	FBgn0014133
5054	FBgn0040334
5654	FBgn0030503
3047	FBgn0040373
51256	FBgn0039194
55145	FBgn0250830
5333	FBgn0264255
5897	FBgn0040395
2703	FBgn0025643
4694	FBgn0259228
29920	FBgn0032968
8546	FBgn0026086
